SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,CRNTCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT
9/30/2011,0,0,1,BK113A3080036400,11,3A,3,800364,0,0,,1/23/2008,1/23/2008,2008,2008,13,13,c,c,n,322080000,12031,n,n,1/23/2008,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,143755,125000,18755,194410,130700,0,63710,194410,0,194410,4662.34,4180.16,3500,,,,,3.3.3,10/19/2010,2010,2011,13,n,T,6/8/2010,2010,2010,,,,,,,,3.4.0,N
9/30/2011,0,1,0,BK06491091219700,6,49,1,912197,0,0,,4/9/2009,4/9/2009,2009,2009,13,13,c,c,n,373970000,47153,n,n,,,,,,,i,c,v,i,i,,n,A,A,A,A,A,A,y,y,,,14984,0,14984,26065.49,11706,0,14359.49,26065.49,0,26065.49,1569,1938,1458,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK06512082187000,6,51,2,821870,0,0,,,2/26/2008,2008,2008,13,13,c,c,n,381030000,47157,n,n,2/26/2008,,,,,,i,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,213300,201000,12300,151300,151300,0,0,151300,0,151300,4000,4000,1040,,,,,0.0.0,12/30/2008,2008,2009,13,n,H,,,,,,,,,,,0.0.0,N
9/30/2013,0,1,0,BK06435085300600,6,43,5,853006,0,0,,11/17/2008,11/17/2008,2008,2009,13,13,c,c,y,404610000,21079,n,n,11/17/2008,404610000,21079,n,n,11/17/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,118050,97000,21050,112947,101597,0,11350,112947,0,112947,4849.27,2935.26,2757,,,,,4.3.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK03152072625700,3,15,2,726257,0,0,,,10/3/2007,2007,2008,13,13,c,c,y,151200000,42003,n,n,,151200000,42003,n,n,,p,p,v,i,i,,n,,B,,B,A,A,y,y,,,102140.91,61000,41140.91,72942,52953.22,0,19988.78,72942,0,72942,2060.12,4005.03,2323.46,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK09731091019600,9,73,1,910196,0,0,,,1/8/2009,2009,2009,13,13,c,c,y,930650000,6111,n,n,1/8/2009,930650000,6111,n,n,1/8/2009,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,368775,300000,68775,307050,288000,0,19050,307050,0,307050,7970,3520,0,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK11261094054100,11,26,1,940541,0,0,,2/26/2009,2/26/2009,2009,2009,13,13,c,c,n,351600000,1121,n,n,,,,,,,i,c,v,i,i,,n,A,A,A,A,A,A,y,y,,,23839.82,0,23839.82,35702.45,22604.82,0,13097.63,35702.45,0,35702.45,1395.08,1236.5,725,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK01031081383500,1,3,1,813835,0,0,,11/29/2008,11/29/2008,2008,2009,13,7,c,c,y,28400000,44005,n,n,,28400000,44005,n,n,,p,p,v,i,i,,n,D,D,E,E,A,A,y,n,,,800700,550000,250700,1013891,861000,0,152891,1013891,0,1013891,18157,5268,8260,,,,,3.3.2,7/20/2010,2010,2010,7,n,A,7/20/2010,2010,2010,n,A,7/20/2010,2010,2010,,,3.3.2,N
9/30/2013,0,1,0,BK113C9091586100,11,3C,9,915861,0,0,,3/31/2009,3/31/2009,2009,2009,13,13,c,c,n,334110000,12099,n,n,,,,,,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,8411.41,0,8411.41,77999.53,8000,0,69999.53,77999.53,0,77999.53,4302.31,3572.34,3331,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK11262090008000,11,26,2,900080,0,0,,1/6/2009,1/6/2009,2009,2009,13,7,c,c,n,352350000,1073,n,n,,,,,,,i,p,v,i,i,,n,B,B,C,C,A,A,y,n,,,98075,97000,1075,136210.23,115856.74,92,20261.49,136118.23,92,136210.23,2127.62,2127.62,1570,,,,,3.3.3,5/27/2010,2010,2010,7,n,A,5/27/2010,2010,2010,,,,,,,,3.3.3,N
9/30/2011,0,1,0,BK07521093111100,7,52,1,931111,0,0,,8/24/2009,8/24/2009,2009,2009,13,13,c,c,n,608270000,17031,n,n,,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,87349,70000,17349,179987.87,139601.27,6000.92,34385.68,173986.95,6000.92,179987.87,6912.82,5913.1,4828,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2012,0,0,1,BK113J5085025400,11,3J,5,850254,0,0,,,4/1/2008,2008,2008,13,13,c,c,n,315021143,13299,n,n,4/1/2008,,,,,,i,i,v,i,i,,y,A,A,A,A,A,A,y,y,,,7445,0,7445,17218,9300,0,7918,17218,0,17218,2805.33,2825,2605,,,,,0.0.0,1/24/2012,2012,2012,13,n,K,12/20/2011,2011,2012,,,,,,,,4.2.0,N
9/30/2008,1,1,0,BK06511081356700,6,51,1,813567,0,0,,,9/22/2008,2008,2008,13,13,c,c,y,380010000,47033,n,n,,380010000,47033,n,n,,i,i,v,i,i,,n,B,B,B,B,A,A,y,y,,,59562,37500,22062,98473.68,78288,0,20185.68,98473.68,0,98473.68,2903.5,2726.64,1745,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK11281091201200,11,28,1,912012,0,0,,5/4/2009,5/4/2009,2009,2009,13,13,c,c,n,366030000,1097,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,13621,0,13621,27593.18,19100,0,8493.18,27593.18,0,27593.18,1427.55,1162.87,701.88,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2012,0,0,1,BK05383070361400,5,38,3,703614,0,0,,11/10/2007,11/10/2007,2007,2008,13,13,c,c,y,390510000,28079,n,n,11/10/2007,390510000,28079,n,n,11/10/2007,p,p,v,i,i,,n,B,B,B,B,B,B,y,y,,,30560,30000,560,84413.1,32717.1,0,51696,84413.1,0,84413.1,4086.17,3057.1,2485,,,,,3.4.0,2/28/2012,2012,2012,13,n,A,2/28/2012,2012,2012,n,A,2/28/2012,2012,2012,,,4.2.0,N
9/30/2009,0,1,0,BK06481081151900,6,48,1,811519,0,0,,,3/26/2008,2008,2008,13,13,c,c,y,450530000,39017,n,n,3/26/2008,450530000,39017,n,n,3/26/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,112991,109000,3991,219578.85,185093.28,4550.12,29935.45,215028.73,4550.12,219578.85,1478.12,3578.11,3325.33,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK07553083183700,7,55,3,831837,0,0,,,6/13/2008,2008,2008,13,13,c,c,y,469920000,18169,n,n,6/13/2008,469920000,18169,n,n,6/13/2008,p,p,v,i,i,,y,C,C,B,B,A,A,y,y,,,109788.85,82900,26888.85,97126.38,86400.86,0,10725.52,97126.38,0,97126.38,3135.13,3135.85,2658.68,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2013,0,1,0,BK06471081204100,6,47,1,812041,0,0,,3/25/2008,3/25/2008,2008,2008,13,13,c,c,n,441200000,39035,n,n,3/25/2008,,,,,,p,p,v,i,i,,y,C,C,B,B,A,A,y,y,,,191205,72000,119205,58068.57,48100,0,9968.57,58068.57,0,58068.57,4750,3961,3093,,,,,4.1.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK09793083167300,9,79,3,831673,0,0,,4/11/2008,4/11/2008,2008,2008,13,13,c,c,y,971240000,41067,n,n,4/11/2008,971240000,41067,n,n,4/11/2008,p,p,v,i,i,,y,B,B,B,B,A,A,y,y,,,59109,0,59109,89102,57000,0,32102,77030,12072,89102,7853,5781.84,4877,,,,,4.2.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK113E1086609300,11,3E,1,866093,0,0,,3/31/2008,3/31/2008,2008,2008,13,13,c,c,y,300390000,13135,n,n,3/31/2008,300390000,13135,n,n,3/31/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,153186.04,140000,13186.04,148894.68,129694.96,269,18930.72,148625.68,269,148894.68,2700,2700,2300,,,,,3.3.1,6/29/2009,2009,2009,13,n,T,4/9/2009,2009,2009,n,T,4/9/2009,2009,2009,,,3.3.1,N
9/30/2012,0,1,0,BK113A8080564000,11,3A,8,805640,0,0,,,4/23/2008,2008,2008,13,13,c,c,n,337710000,12103,n,n,4/23/2008,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,82762,0,82762,259681.57,60402.04,0,199279.53,259681.57,0,259681.57,1091.17,24000,2219.6,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113C1082705600,11,3C,1,827056,0,0,,,11/10/2008,2008,2009,13,13,c,c,n,332310000,12086,n,n,11/10/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,219248.87,216018,3230.87,328551.31,246587.5,0,81963.81,328551.31,0,328551.31,2500,3025,2874.46,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK11281091207700,11,28,1,912077,0,0,,5/7/2009,5/7/2009,2009,2009,13,13,c,c,n,365820000,1097,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,8800,5700,3100,36979,15500,0,21479,36979,0,36979,0,969.66,619,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK11261094185200,11,26,1,941852,0,0,,6/25/2009,6/25/2009,2009,2009,13,13,c,c,n,351250000,1115,n,n,,,,,,,i,c,v,i,i,,y,B,B,C,C,A,A,y,y,,,94955,92750,2205,126371.73,107784.66,0,18587.07,126371.73,0,126371.73,3094,2230.58,2100.58,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK08643083302900,8,64,3,833029,0,0,,,6/21/2008,2008,2008,13,13,c,c,y,551250000,27163,n,n,6/21/2008,551250000,27163,n,n,6/21/2008,p,p,v,i,i,,y,C,C,A,A,A,A,y,y,,,269970,168400,101570,191958,178406,1078,12474,190880,1078,191958,7516,5165,4665,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK04223083251900,4,22,3,832519,0,0,,,6/2/2008,2008,2008,13,13,c,c,y,225340000,51177,n,n,6/2/2008,225340000,51177,n,n,6/2/2008,p,p,v,i,i,,n,,,,,A,A,y,y,,,226928,207000,19928,218411.25,197302,0,21109.25,,,,5147.67,4016.17,3515.32,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK06482095620400,6,48,2,956204,0,0,,6/2/2009,6/2/2009,2009,2009,13,13,c,c,n,432290000,39049,n,n,,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,73820,70000,3820,224900.01,124488.95,0,100411.06,224900.01,0,224900.01,416.67,3187.07,1678,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK06512082117500,6,51,2,821175,0,0,,,2/5/2008,2008,2008,13,13,c,c,n,381090000,47157,n,n,2/5/2008,,,,,,i,p,v,i,i,,y,B,B,B,B,A,A,y,y,,,61090,60000,1090,68253,48000,12000,8253,56253,12000,68253,1680,2752,1628,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK04186085078800,4,18,6,850788,0,0,,,5/8/2008,2008,2008,13,13,c,c,n,271070000,37057,n,n,5/8/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,156323,135000,21323,221417,135400,54032,31985,167385,54032,221417,3268.67,2134.41,2017,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2014,0,0,1,BK07572082417200,7,57,2,824172,0,0,,4/23/2008,4/23/2008,2008,2008,13,13,c,c,y,530510000,55133,n,n,4/23/2008,530510000,55133,n,n,4/23/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,208930,187000,21930,234941,185879,6800,42262,228141,6800,234941,5611.49,4551,3953,,,,,5.1.0,7/1/2014,2014,2014,13,n,K,4/10/2014,2014,2014,n,K,4/10/2014,2014,2014,,,5.1.0,N
9/30/2010,0,1,0,BK11268098220500,11,26,8,982205,0,0,,6/1/2009,6/1/2009,2009,2009,13,13,c,c,n,356010000,1103,n,n,,,,,,,i,p,v,i,i,,n,B,B,B,B,A,A,y,y,,,52155,51400,755,60391.89,35000,25391.89,,,,,,1454,1302,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK04224085021600,4,22,4,850216,0,0,,,2/26/2008,2008,2008,13,13,c,c,n,236660000,51650,n,n,2/26/2008,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,186726,183000,3726,139660,124000,470,15190,139190,470,139660,0,2300,2100,,,,,0.0.0,5/7/2009,2009,2009,13,n,T,3/12/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2012,0,1,0,BK05394094369700,5,39,4,943697,0,0,,6/22/2009,6/22/2009,2009,2009,13,13,c,c,y,761310000,48439,n,n,3/15/2012,761310000,48439,n,n,3/15/2012,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,195104.59,171950,23154.59,180923,135688,1859,43376,180923,0,180923,9987.38,6275.59,4503.62,,,,,4.3.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK05393093132200,5,39,3,931322,0,0,,3/2/2009,3/2/2009,2009,2009,13,13,c,c,n,752280000,48113,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,13932.97,0,13932.97,27911.09,16592.96,2774,8544.13,27911.09,0,27911.09,1369.27,1164.77,882.74,,,,,4.3.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK08643093535500,8,64,3,935355,0,0,,7/31/2009,7/31/2009,2009,2009,13,7,c,c,y,559010000,27109,n,n,,559010000,27109,n,n,,p,p,v,i,i,,n,A,A,C,C,B,B,y,n,,,20148,0,20148,407173,2893,5157,399123,402016,5157,407173,5055.32,2717,3009,,,,,3.3.2,7/23/2010,2010,2010,7,n,A,1/21/2010,2010,2010,n,A,1/21/2010,2010,2010,,,3.3.3,N
9/30/2011,0,0,1,BK113E2082018200,11,3E,2,820182,0,0,,1/25/2008,1/25/2008,2008,2008,13,13,c,c,y,305170000,13157,n,n,6/6/2008,305170000,13157,n,n,6/6/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,310825,260000,50825,322107.65,295012.66,874.35,26220.64,321233.3,874.35,322107.65,5406.74,3305.11,2830.11,,,,,3.3.3,3/7/2011,2011,2011,13,n,T,2/24/2011,2011,2011,n,T,2/24/2011,2011,2011,,,3.3.3,N
9/30/2009,1,1,0,BK06471091264800,6,47,1,912648,0,0,,3/31/2009,3/31/2009,2009,2009,13,13,c,c,y,441360000,39035,n,n,,441360000,39035,n,n,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,233596.8,182300,51296.8,237924.28,183271.08,0,54653.2,222668.81,15255.47,237924.28,8259.5,5788.92,4268.92,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK03123093568200,3,12,3,935682,0,0,,9/29/2009,9/29/2009,2009,2009,13,13,c,c,n,80480000,34005,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,8300,0,8300,47627.13,9637,0,37990.13,47627.13,0,47627.13,3578.61,2445.32,2195,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK09722082133500,9,72,2,821335,0,0,,,2/6/2008,2008,2008,13,13,c,c,y,957570000,6067,n,n,2/6/2008,957570000,6067,n,n,2/6/2008,p,p,v,i,i,,n,D,D,D,D,A,A,y,y,,,520240,489000,31240,714810,644000,0,70810,714810,0,714810,7255,5319,2757,,,,,0.0.0,4/17/2009,2009,2009,13,n,T,4/17/2009,2009,2009,n,T,4/17/2009,2009,2009,,,3.3.1,N
9/30/2009,0,0,1,BK08678088206800,8,67,8,882068,0,0,,,8/15/2008,2008,2008,13,13,c,c,y,681440000,31055,n,n,,681440000,31055,n,n,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,0,,,0,,,,,,,,,,,,,,0.0.0,10/31/2008,2008,2009,13,n,I,,,,n,,,,,,,0.0.0,N
9/30/2009,0,0,1,BK04160072302100,4,16,0,723021,0,0,,12/21/2007,12/21/2007,2007,2008,13,7,c,c,n,206220000,24037,n,n,12/21/2007,,,,,,p,p,v,i,i,,n,C,C,D,D,A,A,y,n,,,642458,602593,39865,726080.41,724433.75,0,1646.66,726080.41,0,726080.41,4939.15,7339.6,7078,,,,,3.3.1,5/12/2009,2009,2009,7,n,A,5/12/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2011,0,0,1,BK09722094043300,9,72,2,940433,0,0,,9/23/2009,9/23/2009,2009,2009,13,7,c,c,n,957570000,6067,y,n,7/14/2010,,,,,,i,c,v,i,i,,y,C,C,C,C,A,A,y,n,,,279250,247900,31350,438939,404967,0,33972,438939,0,438939,4908,3295,3325,,,,,3.3.3,11/10/2010,2010,2011,7,n,A,10/26/2010,2010,2011,,,,,,,,3.3.3,N
9/30/2011,0,1,0,BK06443093117400,6,44,3,931174,0,0,,3/10/2009,3/10/2009,2009,2009,13,13,c,c,y,402580000,21111,n,n,,402580000,21111,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,265065,190000,75065,285985.78,203716.78,0,82269,285985.78,0,285985.78,9701,6646,4962,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK06483093417900,6,48,3,934179,0,0,,7/10/2009,7/10/2009,2009,2009,13,13,c,c,y,453070000,39057,n,n,,453070000,39057,n,n,,p,p,v,i,i,,n,C,C,B,B,A,A,y,y,,,104520,51000,53520,24786,1800,264,22722,24522,264,24786,3482.55,2991.98,2180,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK11268078337900,11,26,8,783379,0,0,,,12/17/2007,2007,2008,13,13,c,c,y,356730000,1103,n,n,12/17/2007,356730000,1103,n,n,12/17/2007,i,c,v,i,i,,n,C,C,A,A,A,A,y,y,,,145280,135300,9980,48381.39,44289.39,0,4092,48381.39,0,48381.39,2924,2794,2454,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK10875091163100,10,87,5,911631,0,0,,3/31/2009,3/31/2009,2009,2009,13,13,c,c,n,736410000,40149,n,n,,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,125265.63,30000,95265.63,104765.55,67568,2000,35197.55,104765.55,0,104765.55,5225.82,3396.67,2185.03,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK05365081122000,5,36,5,811220,0,0,,,4/30/2008,2008,2008,13,13,c,c,n,710370000,22015,n,n,4/30/2008,,,,,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,39786.55,15000,24786.55,63708.21,28483.62,0,35224.59,63708.21,0,63708.21,3081.35,2642.92,2316.92,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK00901090052200,0,90,1,900522,0,0,,6/17/2009,6/17/2009,2009,2009,13,13,c,c,y,207720000,11001,y,y,,207720000,11001,y,y,,p,p,v,i,i,,n,D,D,D,D,A,A,y,y,,,1868122,1868122,0,846842,836976,0,9866,846842,0,846842,11045,14785,13861,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04223093521300,4,22,3,935213,0,0,,8/13/2009,8/13/2009,2009,2009,13,13,c,c,y,232310000,51087,n,n,,232310000,51087,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,231266,189275,41991,402299.12,334841,2300,65158.12,399999.12,2300,402299.12,5583,4097.17,3747,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK03123081219300,3,12,3,812193,0,0,,2/7/2008,2/7/2008,2008,2008,13,13,c,c,n,80680000,34005,n,n,2/7/2008,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,360000,350000,10000,341289,323000,0,18289,341289,0,341289,8122.72,5103.83,4256,,,,,3.3.1,8/11/2009,2009,2009,13,n,T,7/9/2009,2009,2009,,,,,,,,3.3.2,N
9/30/2009,0,1,0,BK09782082005300,9,78,2,820053,0,0,,,9/1/2008,2008,2008,13,13,c,c,y,891210000,32003,n,n,9/1/2008,891210000,32003,n,n,9/1/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,479235,450000,29235,402629,252681,0,149948,402629,0,402629,5576,6149,4892,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2014,0,0,1,BK08674084247500,8,67,4,842475,0,0,,10/20/2008,10/20/2008,2008,2009,13,13,c,c,n,685020000,31109,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,118350,112425,5925,140307,140307,0,0,140307,0,140307,4237.89,2078.59,2776,,,,,5.1.0,2/10/2014,2014,2014,13,n,A,11/14/2013,2013,2014,,,,,,,,5.1.0,N
9/30/2012,0,1,0,BK06435085071300,6,43,5,850713,0,0,,,3/24/2008,2008,2008,13,13,c,c,y,403240000,21209,n,n,3/24/2008,403240000,21209,n,n,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,169100,117900,51200,195239,180579,0,14660,195239,0,195239,6650,5461,4686,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK09796086306500,9,79,6,863065,0,0,,,8/18/2008,2008,2008,13,13,c,c,y,975270000,41033,n,n,8/18/2008,975270000,41033,n,n,8/18/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,230675,215000,15675,275101,262412,0,12689,275101,0,275101,3993,3780,3680,,,,,0.0.0,2/19/2010,2010,2010,13,n,K,2/19/2010,2010,2010,n,K,2/19/2010,2010,2010,,,3.3.3,N
9/30/2011,0,1,0,BK07531098261200,7,53,1,982612,0,0,,8/19/2009,8/19/2009,2009,2009,13,7,c,c,n,616030000,17143,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,n,,,705798,650000,55798,253329.26,207798.19,0,45531.07,253329.26,0,253329.26,3109,5400,1650,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK113C0092558500,11,3C,0,925585,0,0,,7/30/2009,7/30/2009,2009,2009,13,13,c,c,y,330640000,12011,n,n,,330640000,12011,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,250742.2,176410,74332.2,404960.93,331574.24,0,73386.69,404960.93,0,404960.93,8167.15,5951.22,5353.13,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK01043090308800,1,4,3,903088,0,0,,4/19/2009,4/19/2009,2009,2009,13,13,c,c,y,7290000,72103,n,n,,7290000,72103,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,479620,100000,379620,132404,107396,0,25008,132404,0,132404,952.17,1890,1315,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,0,1,BK03121082753200,3,12,1,827532,0,0,,9/15/2008,9/15/2008,2008,2008,13,13,c,c,n,83600000,34011,n,n,9/15/2008,,,,,,i,c,v,i,i,,y,A,A,A,A,A,A,y,y,,,5470,0,5470,14036.99,5000,1067.99,7969,12969,1067.99,14036.99,0,944,687,,,,,3.4.0,12/10/2010,2010,2011,13,n,T,11/3/2010,2010,2011,,,,,,,,3.4.0,N
9/30/2008,1,1,0,BK04178070440200,4,17,8,704402,0,0,,,11/20/2007,2007,2008,13,13,c,c,n,285460000,37133,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,6314,0,6314,36936,0,5476,31460,31460,5476,36936,1202.17,1353,1374,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK05414093286800,5,41,4,932868,0,0,,4/29/2009,4/29/2009,2009,2009,13,13,b,b,y,774300000,48157,n,n,,774300000,48157,n,n,,p,p,v,i,i,n,n,C,C,C,C,A,A,y,y,,,405188.04,215000,190188.04,177792.68,154504.63,0,23288.05,,,,4871.92,5129.64,4119.96,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK04223093529800,4,22,3,935298,0,0,,8/18/2009,8/18/2009,2009,2009,13,13,c,c,n,232340000,51041,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,179380,175000,4380,254811,213000,0,41811,254811,0,254811,4156.23,3430.22,3259.57,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK02091091324200,2,9,1,913242,0,0,,7/14/2009,7/14/2009,2009,2009,13,13,c,c,n,140750000,36029,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,2228,0,2228,23637,0,0,23637,23637,0,23637,902,903,888,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK09704091923300,9,70,4,919233,0,0,,8/12/2009,8/12/2009,2009,2009,13,13,c,c,n,852280000,4021,y,y,,,,,,,i,i,v,i,i,,n,D,D,D,D,A,A,y,y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK11261094262800,11,26,1,942628,0,0,,9/3/2009,9/3/2009,2009,2009,13,13,c,c,n,351603735,1121,n,n,,,,,,,i,c,v,i,i,,y,A,A,A,A,A,A,y,y,,,3184,0,3184,20710.61,1233.58,0,19477.03,20710.61,0,20710.61,1560,1056,947.26,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK05412082030700,5,41,2,820307,0,0,,,6/2/2008,2008,2008,13,13,c,c,n,784180000,48355,n,n,6/2/2008,,,,,,p,p,v,i,i,,y,B,B,B,B,A,A,y,y,,,99838.9,88833.9,11005,99596.9,91733.9,2789,5074,99596.9,0,99596.9,2887.3,2516.03,1276.03,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,0,1,BK09713093190400,9,71,3,931904,0,0,,7/8/2009,7/8/2009,2009,2009,13,13,c,c,n,949650000,6075,n,n,,,,,,,p,p,v,i,i,,n,D,D,D,D,A,A,y,y,,,724405,650000,74405,794173.14,748889.93,0,45283.21,794173.14,0,794173.14,11316.67,8231.71,7942.33,,,,,3.3.1,12/29/2011,2011,2012,13,n,T,12/29/2011,2011,2012,,,,,,,,4.2.0,N
